external_id,title,short_title,description,category,tags,benefits,start_datetime,end_datetime,venue_title,venue_address,venue_lat,venue_lon,price_min,price_raw,is_free,age_restriction,image_url,site_url,source,parsed_at
,Фестиваль «Инди на воде»,Фестиваль «Инди на воде»,"Первый фестиваль локальной музыки на воде.

Это когда ты стоишь на верхней палубе, ветер с Невы треплет волосы, а прямо перед тобой живой артист играет что-то такое, от чего хочется остановить время. А вокруг — закат и морские панорамы Петербурга.  
Каждый рейс — новые музыканты: локальная инди-сцена Петербурга, независимые и настоящие. Кого-то ты уже слышал в наушниках, кого-то откроешь для себя прямо здесь, посреди реки.

Хочешь быть поближе к сцене — занимай место на открытой верхней палубе. Хочешь просто смотреть в окно на проплывающий город с бокалом в руке — спускайся вниз, там панорамные окна и кафе-бар.

Фестиваль проходит каждую пятницу и субботу под закат. Отправление — Университетская наб., 13 (м. Василеостровская, Спортивная, Адмиралтейская), продолжительность 1,5–2 часа.
Состав музыкантов меняется каждый рейс.
Расписание на сайте.",festival,,,31 июля 2026,,,набережная 13 Начало: 20 июня 2026 в 20:30 Завершение: 31 июля 2026 в,,,600,от 600 ₽,False,6+,,https://kaverafisha.ru/saint-petersburg/events/festival-indi-na-vode-316375,kaver,2026-07-14 14:55:04
,КвАРТал. Вечный маркет,КвАРТал. Вечный маркет,"Площадка, где объединили мастеров разных творческих направлений со всей России, желающих реализовать свой творческий потенциал.

Это вечный маркет с еженедельной сменой участников, в прекрасном месте Севкабель Порт рядом с Финским заливом.

Что здесь можно найти? Локальные hand made бренды и работы деятелей искусства различных категорий: одежды, аксессуаров, украшений, изделий из керамики, натуральной косметики, игрушек и многого другого.

Каждый день с 11:00 до 22:00",festival,,,31 августа 2026,,Севкабель Порт,,,,600,от 600 ₽,False,0+,,https://kaverafisha.ru/saint-petersburg/events/kvartal-vechnyy-market-286946,kaver,2026-07-14 14:55:06
,Гаражная распродажа,Гаражная распродажа,"В выходные Севкабель снова превращается в точку притяжения для всех любителей винтажа, селектива и осознанного шопинга. Одежда, аксессуары, книги, посуда, открытки, растения, антикварная мебель и винил — тут можно найти всё, кроме нового.

Приходи искать редкие артефакты, дать вещам вторую жизнь и зарядиться атмосферой большого гаражного шопинга.

17-19 июля с 12:00 до 22:00",festival,,,19 июля 2026,,Севкабель Порт,,,,600,от 600 ₽,False,0+,,https://kaverafisha.ru/saint-petersburg/events/garage-sail-278872,kaver,2026-07-14 14:55:10
,Страсть Фест,Страсть Фест,"Навалят шума, слэма, драйва и всякого безобразия. Мощная гитарная тусовка в Ионотеке. Грязный гранж, бешеный панк и разрывающий метал: будет просто колоссально. Свободный вход и холодное пивко.

Участники: 
Имандра,
Страсть,
Электричка,
Сергей Бессолнечный,
Люминофор,
норММотив,
Зов,
Тропа енота,
Парадокс

Кстати, подать заявку на выступление можно, написав тут: vk.com/ionoffmusik

Всегда много групп, максимальная громкость и никакого снобизма.",festival,,,17 июля 2026,,ИОНОТЕКА,,,,600,от 600 ₽,False,16+,,https://kaverafisha.ru/saint-petersburg/events/strast-fest-315308,kaver,2026-07-14 14:55:12
,Хардкор по-русски,Хардкор по-русски,"Бери топор, руби хардкор!
Большой панк-фестиваль посвященный Горшку.

Понимаешь, да?

Хочешь выступить с кавером на КиШ? Один или с командой? Пиши арт-директору:
https://vk.ru/ionoffmusik
Оплата на входе.",festival,,,18 июля 2026,,ИОНОТЕКА,,,,600,от 600 ₽,False,16+,,https://kaverafisha.ru/saint-petersburg/events/hardkor-po-russki-297344,kaver,2026-07-14 14:55:14
,Вершина лета: забег в кокошниках,Вершина лета: забег в кокошниках,"Приходи пробежаться в комфортном темпе по Невскому району.

Темп: комфортный 6:30-7:00.
Дистанция: 5 км 
Место старта и финиша: библиотека «Полка». Здесь можно переодеться и оставить свои вещи.

В своем образе на пробежку можно использовать любые славянские атрибуты (кокошник, ленты, платки и т.д.). Это приветствуется, но не является обязательным условием. После пробежки состоится чаепитие с самоваром и русскими угощениями.",festival,,,19 июля 2026,,,"проспект Большевиков, 8к",,,600,от 600 ₽,False,16+,,https://kaverafisha.ru/saint-petersburg/events/vershina-leta-zabeg-v-kokoshnikah-317249,kaver,2026-07-14 14:55:16
,Злыдень,Злыдень,"Любишь «Мафию», «Бэнг» или «Бункер»? Тогда тебе точно стоит попробовать кое-что новое. В этот раз участники играют в «Злыдня» — социально-дедуктивную карточную игру по мотивам славянских сказок.

Тебя ждут 26 уникальных ролей (от Князя-кровососа до хитрого Иноземца), три враждующие фракции и события, которые переворачивают игру с ног на голову. Мрачная сказка за игровым столом — это проверка твоей интуиции и умения плести интриги.",festival,,,19 июля 2026,,,"проспект Большевиков, 8к",,,600,от 600 ₽,False,16+,,https://kaverafisha.ru/saint-petersburg/events/zlyden-317251,kaver,2026-07-14 14:55:18
,Фэнтези Фест,Фэнтези Фест,"Косплей, ролевые игры, фанатские стенды, ярмарка, сражения, таверны, медовуха, лето и погружение в мир фантазии и сказок.

Это тематический фестиваль нового поколения, музыкальный карнавал под открытым небом и большая игра, где все сами выбирают кем быть, чтобы погрузиться в атмосферу праздника, отдыха и веселья и вернуться обновлёнными собой.

Три сцены: Былина / Берег / Круг Света Tefra и 80+ групп:
Ария / ЭПИДЕМИЯ / лампабикт / CATHARSIS / NAGART / Екатерина Яшникова / polnalyubvi / Ундервуд / ГРАН-КУРАЖЪ / ТРОЛЛЬ ГНЕТ ЕЛЬ / LASCALA / Fun Mode / HELVEGEN / Алькасар / АНГЕЛ-ХРАНИТЕЛЬ / Канцлер Ги & Bregan D'Ert  / GroTTesque / MAMA RUSSIA / Сказки Чёрного Города / Norma Tale / АрктидА / Обними Кита / ДЖОКОНДА / Инкогнито / ОБЕ-РЕК / LITHIUM / Ёzh! / Above the Stars / WitchcrafT — скоро новые анонсы.

Больше информации:
https://fantasy-fest.ru/
https://vk.com/fantasy.fest",festival,,,31 июля 2026,,,,,,300,от 300 ₽,False,6+,,https://kaverafisha.ru/saint-petersburg/events/fentezi-fest-315890,kaver,2026-07-14 14:55:20
,День воровства,День воровства,"Ты платишь всего 1800р. и можешь взять с собой столько вещей, сколько сможешь на себя надеть одновременно.

Консультанты подскажут, какие товары не участвуют в акции.
Вход осуществляется только один раз.
Запрещается использовать свои сумки.",festival,,,31 июля 2026,,Svalka Club,,,,5500,от 5500 ₽,False,16+,,https://kaverafisha.ru/saint-petersburg/events/den-vorovstva-273801,kaver,2026-07-14 14:55:23
,Петербургская ярмарка,Петербургская ярмарка,"Два дня, чтобы найти что-то по-настоящему особенное — не из масс-маркета, а с характером и историей.
Открыть новый любимый бренд, выбрать необычный подарок для прекрасных девушек и порадовать себя.

Тебя ждут:
— дизайнерские украшения и одежда
— керамика и товары для дома
— лакомства для животных
— подарки с душой
— фудкорт и гастрономия
— мастер-классы
— Диджей-сеты

Севкабель Порт — легендарная площадка у залива с атмосферой, в которую хочется возвращаться.

1-2 августа с 12:00–20:00",festival,,,1 августа 2026,,Севкабель Порт,,,,2200,от 2200 ₽,False,0+,,https://kaverafisha.ru/saint-petersburg/events/peterburgskaya-yarmarka-277115,kaver,2026-07-14 14:55:25
,Выставка Так не бывает,Выставка Так не бывает,"Совместный проект Сообщества Современных Сибирских Художников и творческого объединения «Тоска». По итогам опен-колла для участия в выставке было отобрано 50 художников в составе 18 коллективов из разных городов России. Выставка исследует ментальные основы переходного поколения Y–Z и обращается к субъективному опыту представителей «потерянного поколения» через их ранние впечатления, значимые воспоминания и наивные мечты о будущем.

Люди не помнят детство последовательно, его чувствуют словно во сне: сквозь дымку сладкой ваты, утраченного доверия и чувства «дома». В основу выставки легли не только воспоминания, но и «сны» — уникальные высказывания художественных объединений, как уже существующих, так и созданных специально для проекта. Результатом исследования стала экспозиция нескольких десятков «снов» объединений и индивидуальных художников. Их работы существуют независимо или же перекликаясь между собой и взаимодействуя с индустриальным пространством Фабрики, дополняя его и становясь его неотъемлемой частью. Опыт авторов раскрывается через различные художественные практики, от стекла и металла до живописи и тотальных инсталляций.

Режим работы: со вторника по воскресенье, 12:00-20:00.",exhibition,,,26 июля 2026,,,проспект 52Б,,,400,от 400 ₽,False,18+,,https://kaverafisha.ru/saint-petersburg/events/tak-ne-byvaet-315145,kaver,2026-07-14 14:55:27
,Выставка Корпорация счастья,Выставка Корпорация счастья,"В Центре современного искусства имени Сергея Курёхина пройдёт выставка выпускников магистратуры «Искусство и наука» (ИТМО). Экспозиция подведёт итоги двухлетней программы и представит лучшие проекты 24 молодых художников выпуска 2024/2026.

Выставка обыгрывает образ корпорации не как бюрократической структуры, а как художественной метафоры новых форм объединения людей и технологий. Название отсылает к книге Андрея Хааса «Корпорация счастья», где корпорация — это сеть людей, мест и инициатив. Куратор подчёркивает: акцент сделан на внутренних связях, обмене знаниями и пересечении личного с коллективным.

Работы художников становятся «отделами» воображаемой корпорации, каждый из которых исследует влияние технологий на отношения, идентичность и опыт. Например, в инсталляции Настасьи Романовой близость с ИИ оборачивается манипуляцией, Анна Вихрова в «Бэбиситтере» говорит о травме от избытка медиа в детстве, а Александр Шорохов превращает никнейм в белковую структуру, показывая гибридизацию человека через онлайн-среду.

Режим работы: ежедневно с 12:00 до 21:00",exhibition,,,28 июля 2026,,Центр Современного Искусства им. Сергея Курехина,"проспект Васильевского острова, 93",,,600,от 600 ₽,False,16+,,https://kaverafisha.ru/saint-petersburg/events/korporatsiya-schastya-316576,kaver,2026-07-14 14:55:29
,"Выставка Мама, я тебя прощаю","Выставка Мама, я тебя прощаю","Этот киносеанс для тех, у кого были «хорошие» мамы. Для тех, у кого были сложные отношения. Тем, кто уже сам стал родителем.

Это самая тёплая и трогательная тема в галерее Путь.
Эта тема — не про обвинение матерей. И не про поиск виноватых. Она про влияние.
Про то, как первый и самый близкий взрослый формирует твоё представление о себе, о мире, о любви, о границах.

Киносеанс может помочь:
— Научиться смотреть на маму не через призму детских требований, а как на отдельного, уязвимого человека со своими слабостями и страхами
— Понять, почему одни и те же сценарии повторяются снова и снова — в работе, в любви, в выборе, в самооценке
— Сказать «спасибо», которое может стать точкой опоры, чтобы выстроить новые, бережные и удобные для тебя отношения.

Время работы: ежедневно с 12:00 до 21:00, вход только по записи.",exhibition,,,6 августа 2026,,Путь,,,,600,от 600 ₽,False,16+,,https://kaverafisha.ru/saint-petersburg/events/mama-ya-tebya-proshayu-294585,kaver,2026-07-14 14:55:31
,Выставка Тело,Выставка Тело,"Любовь к себе учит других любить тебя.

Этот киносеанс — не о том, как полюбить себя за один день. И не о том, что внешность не имеет значения.
Твоё тело — это не объект для чужого восхищения, а сложнейший инструмент, главная задача которого — быть здоровым и помогать тебе жить. Полюбить себя — это не переделать, а принять. Ведь ты — это гораздо больше, чем просто твоё тело.

Киносеанс может понять:
— Понять, как в стремлении стать как все теряется твоя подлинная уникальность.
— Переключить фокус с вечной тревожности и ожидания момента, когда ты наконец «похудеешь» или «изменишь нос», чтобы начать жить прямо сейчас
— Разобраться в механизмах «двойных комплиментов» и понять, почему люди, критикующие чужую внешность, просто ищут временную разрядку для собственных комплексов.

Попасть на выставку можно только по записи.",exhibition,,,7 августа 2026,,Путь,,,,600,от 600 ₽,False,16+,,https://kaverafisha.ru/saint-petersburg/events/telo-301749,kaver,2026-07-14 14:55:34
,"Выставка Папа, давай поговорим","Выставка Папа, давай поговорим","А каким был твой отец на самом деле?

Этот киносеанс — о фигуре отца в жизни каждого из людей. О том, как папа формирует базовое ощущение безопасности, умение выстраивать границы, достигать целей и говорить «нет».

Киносеанс поможет:
— Понять, как на человека влияет отсутствие отца — эмоциональное или физическое
— Перестать нести ответственность за выбор и ошибки взрослых людей
— Разобраться, как именно фигура отца повлияла на твою уверенность в себе и самоценность
— Определить, каким родителем хочешь быть ты сам

Время работы: ежедневно с 12:00 до 21:00, вход только по записи.",exhibition,,,9 августа 2026,,Путь,,,,600,от 600 ₽,False,16+,,https://kaverafisha.ru/saint-petersburg/events/papa-davayy-pogovorim-294586,kaver,2026-07-14 14:55:36
,Выставка Траектории интервалов,Выставка Траектории интервалов,"Новый выставочный формат от команды dreamlaser, организатора международного фестиваля медиаискусства INTERVALS.

«Траектории интервалов» — это 12 мультимедийных инсталляций о движении и выборе.  Первая выставка  продолжает тему фестиваля 2025 года и представит работы медиахудожников из России, Тайваня, Великобритании, Мексики и Венгрии. Зрители смогут выстраивать собственные маршруты перемещения между инсталляциями, создавая индивидуальную последовательность восприятия.

Режим работы:
ВТ-ПТ с 12:00 до 22:00
СБ-ВС с 11:00 до 22:00",exhibition,,,18 октября 2026,,Севкабель Порт,,,,900,от 900 ₽,False,18+,,https://kaverafisha.ru/saint-petersburg/events/traektorii-intervalov-312318,kaver,2026-07-14 14:55:38
,"Выставка Богемный арт-бранч: «Юсуповы: как стать иконами стиля, бизнеса и политики в Российской империи»","Выставка Богемный арт-бранч: «Юсуповы: как стать иконами стиля, бизнеса и политики в Российской импе","Камерный формат лекции до 15 человек, который проходит в отдельных залах лучших ресторанов города, с незаурядными историями спикеров и поздним завтраком.

На бранче обсудят тайны семьи, которая была богаче самих Романовых. Поговорят про одиозного Феликса, его пагубные страсти и вредные привычки. Обсудят секреты красоты невероятной Зинаиды Юсуповой. Пройдутся по родословной князей и узнаешь, кто и как сумел создать их несметное богатство.

В конце тебя ждёт обсуждение дела, расследование которого не закрыто до сих пор — убийства Распутина. Подумают, чем царский друг не угодил аристократам и почему его решили убрать со сцены российской политики.

Лекцию проведёт Екатерина Повалкина — искусствовед, специалист по искусству XIX–XX веков, автор лекций по русскому и европейскому искусству, моде и культуре. Экскурсовод по Петербургу, журналист и культурный обозреватель.

В билет входит:
— Блюдо по выбранному меню:
Меню №1 — Драник с лососем и яйцом пашот
Меню №2 — Гречка с пармезаном и яйцом пашот
Меню №3 — Тёплый римский сендвич с сыром бри и пармской ветчиной
Меню №4 — Рикотники с вишней и фермерской сметаной.
— Напиток: игристое вино Martini Brut/ кофе или чай",exhibition,,,19 июля 2026,,,,,,600,от 600 ₽,False,16+,,https://kaverafisha.ru/saint-petersburg/events/bogemnyy-art-branch-yusupovy-kak-stat-ikonami-stilya-biznesa-i-politiki-v-rossiyyskoyy-imperii-316810,kaver,2026-07-14 14:55:40
,Спектакль Хрустальный мир,Спектакль Хрустальный мир,"Спектакль-победитель лаборатории RE: генерация, по мотивам рассказа Виктора Пелевина.

Виктор Пелевин, несомненно, один из талантливых авторов эпохи миллениума. В поле его творчества всегда попадали актуальные вопросы социо-культурной повестки. Его язык изыскан, хлёсток, ироничен, парадоксально метафоричен и наполнен блистательно-интеллектуальным юмором.",exhibition,,,24 августа 2026,,Театральная площадка «Скороход»,проспект 107 к.5 Начало: 24 августа 2026 в 19:00 Завершение: 24 авгу,,,2100,от 2100 ₽,False,18+,,https://kaverafisha.ru/saint-petersburg/events/hrustalnyy-mir-274103,kaver,2026-07-14 14:55:42
,Зеркальная выставка,Зеркальная выставка,"Именитые и молодые авторы, чьи произведения находятся в музейных или известных частных коллекциях, которые регулярно экспонируются на самых крупных мировых выставках современного искусства, покажут работы, созданные на зеркалах или с их использованием, в ночном Кабаре.

«Зеркальная выставка» — это не только впечатляющий спецэффект, но и размышление о литературных образах: о резкой, как осколки, поэзии Маяковского, отражении времени и человеческих характеров в рассказах Довлатова, о рефлексии и памяти как в «Зеркале» Тарковского. 

Вход свободный.

Время работы: 
ср – чт 18:00–23:00
пт – сб 18:00–03:33",exhibition,,,8 апреля 2026,,Бар «Кабаре ШУМ»,"ул. Маяковского, 52",,,600,от 600 ₽,False,18+,,https://kaverafisha.ru/saint-petersburg/events/zerkalnaya-vystavka-313663,kaver,2026-07-14 14:55:45
,Выставка Мифы 2.0,Выставка Мифы 2.0,"Ты погрузишься в мир архетипических образов, которые на протяжении веков отражали глубины коллективного бессознательного и воплощали вечные экзистенциальные вопросы. В центре экспозиции — мифические существа, символизирующие трансцендентные состояния и напряжения, пронизывающие культуру и сознание.

Здесь миф предстает не как пережиток прошлого, а как живой язык коллективной памяти — универсальный код, с помощью которого человечество выражает свои фундаментальные переживания и стремления. Художественные произведения выставки разрушают привычные рамки и открывают пространство для переосмысления традиционных нарративов и фундаментальных категорий.

Экспозиция включает произведения без цензуры, отражающие искреннее и неподдельное художественное высказывание.

Режим галереи: ср-вс с 12:00 до 19:00",exhibition,,,19 июля 2026,,,,,,600,от 600 ₽,False,18+,,https://kaverafisha.ru/saint-petersburg/events/mify-20-316709,kaver,2026-07-14 14:55:47
,Выставка Любовь —  это...,Выставка Любовь —  это...,"В любви нет места иллюзиям. В ней есть возможность принимать себя и других людей такими, какие они есть. 

Любовь не ухудшает качество жизни, а вдохновляет и оставляет пространство для личной свободы. Чтобы сохранить близость через годы, важно научиться смотреть на мир глазами партнёра и говорить о своих желаниях прямо, словами «через рот». 

Выставка может помочь:
/ Разобраться, почему не получается построить отношения или почему нет желания в них вступать.
/ Понять, как сохранить отношения.
/ А иногда — принять решение, что из них пора выходить. 

На этой выставке не дают готовых инструкций. Но помогают тебе найти свои собственные ответы на эти непростые вопросы.

Время работы: ежедневно с 12:00 до 21:00, вход только по записи.",exhibition,,,20 июля 2026,,Путь,,,,600,от 600 ₽,False,16+,,https://kaverafisha.ru/saint-petersburg/events/lyubov-eto-313073,kaver,2026-07-14 14:55:49
,Выставка Голова современника. Художники из коллекции,Выставка Голова современника. Художники из коллекции,"Основой экспозиции стали более 100 работ из коллекции Дениса Химиляйне. В центре проекта — не коллекционер или художники, а устойчивые темы, через которые разные поколения осмысляют реальность. Выставка показывает искусство как способ фиксации тревоги, уязвимости и поиска опоры.

Название отсылает к скульптуре Вадима Сидура «Голова современника». В экспозиции — работы Ольги и Олега Татаринцевых, Константина Симуна, Владимира Кустова, Виталия Пушницкого, Петра Дьякова и других. Также представлена аудиоинсталляция Алексея Сысоева.

Маршрут делится на четыре части: коллективный опыт (образы труда, войны); эмоциональные аффекты эпохи перемен; стратегии баланса в турбулентности; фрагментация памяти и сборка цельного образа эпохи.

Ежедневно: с 12:00 до 20:00",exhibition,,,31 июля 2026,,Third Place,,,,650,от 650 ₽,False,16+,,https://kaverafisha.ru/saint-petersburg/events/golova-sovremennika-hudozhniki-iz-kollektsii-315147,kaver,2026-07-14 14:55:52
,Выставка Бродский — Новиков. Эскизы перспективы,Выставка Бродский — Новиков. Эскизы перспективы,"Музей Анны Ахматовой в Фонтанном Доме представляет выставку работ Тимура Новикова из собрания семьи художника. Тринадцать коллажей на ткани (конец 1980-х – начало 1990-х) войдут в постоянную экспозицию «Иосиф Бродский. Натюрморт».

Впервые в пространстве «Натюрморта» появятся вещи, не принадлежавшие поэту. Выставка показывает созвучие двух классиков неформального искусства: несмотря на разные круги и поколения, Бродский и Новиков встретились в 1988 в Стокгольме, а в 1993 в Амстердаме записали диалог о перспективе и Петербурге. Оба обращались к темам пространства, горизонта и границ зримого мира.

Проект избегает буквальных иллюстраций, приглашая увидеть связи между образами художника и поэта: «Самолет, идущий на посадку» перекликается с чемоданом Бродского и его столом в Саут-Хедли, а «Белая ночь» — с образами Петербурга в стихах.

Часы работы:
Вторник, четверг–воскресенье — с 10:30 до 18:30
Среда с 12:00 до 20:00
Понедельник: выходной",exhibition,,,2 августа 2026,,Музей Анны Ахматовой,"набережная реки Фонтанки, 34",,,600,от 600 ₽,False,18+,,https://kaverafisha.ru/saint-petersburg/events/brodskiyy-novikov-eskizy-perspektivy-315959,kaver,2026-07-14 14:55:54
,Выставка Солнечный Ветер,Выставка Солнечный Ветер,"На выставке Дмитрия Горячёва будут впервые представлены классические чёрно-белые фотографии панорамного формата (отношение сторон 1:2,7), сделанные в сезоны 2019, 2020 и 2021 годов в Крыму, на мысе Казантип и в окрестностях оного.

Серию фотографий мыса Казантип и его окрестностей Дмитрий считает одной из самых важных в своём творчестве. Юго-Восточный Крым автор полюбил в юности, каждое лето приезжая в археологические экспедиции в окрестности Керчи. Побывав же на Казантипе, он понял, что это место — его. До 2022 года, пока работал аэропорт в Симферополе, он проводил здесь не меньше месяца в конце лета. Строго говоря, побережье Азова — это Северо-Восточный Крым, а не Юго-Восточный, но пейзажи всего Керченского полуострова похожи: степи, плавни, солёные озёра, безлюдные пляжи.

ср–вс 12:00 — 20:00
пн–вт выходные дни",exhibition,,,2 августа 2026,,Art of Foto,ул. Большая Конюшенная,,,600,от 600 ₽,False,0+,,https://kaverafisha.ru/saint-petersburg/events/solnechnyy-veter-316889,kaver,2026-07-14 14:55:56
,Арт-свидание «Картина за 3 часа при свечах»,Арт-свидание «Картина за 3 часа при свечах»,"Занятие только для вас двоих, с вами будет художник, который будет помогать написать картину.

Можно нарисовать 1 картину на холсте 40х50см вдвоём или 2 картины 30х40см.
Это могут быть разные картины или диптих (картина, состоящая из 2-х холстов).

В стоимость входят: 3 часа занятия и материалы для рисования, включая сам холст, по бокалу вина/чашечке чая и лёгкие закуски — сезонные фрукты, украшение стола свечами.",education,,,14 сентября 2026,,,"улица Константина Заслонова, 2",,,1500,от 1500 ₽,False,18+,,https://kaverafisha.ru/saint-petersburg/events/art-svidanie-kartina-za-3-chasa-pri-svechah-312040,kaver,2026-07-14 14:55:58
,Кольцо или кулон в технике мягкая пайка (soft soldering),Кольцо или кулон в технике мягкая пайка (soft soldering),"Создашь украшения мягким металлом — оловом при помощи паяльника.

Ты можешь сделать кольцо или кулон с камнем на выбор из наличия (есть кристаллы, натуральный жемчуг и другие натуральные камни, а также ракушки).

Мастер-класс проходит в индивидуальном формате для тебя или твоей компании.

Стоимость зависит от количества участников.",education,,,14 сентября 2026,,,"улица Константина Заслонова, 2",,,600,от 600 ₽,False,16+,,https://kaverafisha.ru/saint-petersburg/events/koltso-ili-kulon-v-tehnike-myagkaya-payyka-soft-soldering-312915,kaver,2026-07-14 14:56:00
,Киноглина,Киноглина,"Представь: ты приходишь на уютный мастер-класс, где сочетаются творчество и твой любимый фильм.

Первые полчаса мастер расскажет, как из обычного куска глины родится твоя уникальная вещица — будь то кружка для утреннего кофе, тарелка для особенных завтраков или боул для любимого рамена. Ты выберешь форму, а руки уже сами начнут творить чудеса.

А потом... начинается магия кино! На экране — фильм, в руках — кисточка и ангобы. Ты продолжаешь лепить изделие под чутким руководством мастера, раскрашиваешь его, придаёшь ему характер и параллельно наслаждаешься попкорном и напитками.

В итоге — целый вечер в атмосфере вдохновения: и керамика, и кино, и удовольствие от процесса!

Результат через 5 недель после мастер-класса: после всех обжигов ты получишь изделие собственного дизайна, которое будет полностью функциональным и готовым к применению.

Расписание фильмов смотри на сайте.",education,,,31 июля 2026,,,,,,600,от 600 ₽,False,16+,,https://kaverafisha.ru/saint-petersburg/events/kinoglina-305088,kaver,2026-07-14 14:56:02
,Мастер-класс по керамике в саду особняка,Мастер-класс по керамике в саду особняка,"Событие пройдёт в камерном саду особняка XIX века совместно с просмотром классики кино.

Проведи июльский день в невероятно красивом и уютном саду у стен особняка XIX века на мастер-классе по лепке из глины. Событие также дополнит киносеанс — параллельно с созданием посуды или предметов декора ты увидишь избранную классику кинематографа.

Мастер-класс проведут мастера керамической студии Burning clay. Burning clay — это про творчество, любовь и людей. Про яркое самовыражение через искусство древнейшего ремесла и общения с другими творцами. За пять лет существования студия провела огромное количество мастер-классов, выездных мероприятий и корпоративов.",education,,,18 июля 2026,,Особняк И. Мясникова,"ул. Восстания, 45",,,2200,от 2200 ₽,False,6+,,https://kaverafisha.ru/saint-petersburg/events/master-klass-po-keramike-v-sadu-osobnyaka-317041,kaver,2026-07-14 14:56:05
,Скрижали адаптивности,Скрижали адаптивности,"Как жить в мире, где всё постоянно меняется и при этом не развалиться внутри самому? «Скрижали адаптивности» — это не лекция и не тренинг в привычном смысле. Скорее почва для совместно выращивания собственных смыслов.

Через метафоры будешь исследовать то, как двигаться вперёд, когда нет ясности и привычных ориентиров.

Что тебя ждёт:
Работа в тройках и группой — до 15 человек
3 часа погружения в текст, образы и ассоциации
Совместное исследование своего опыта и опыта других участников.

Здесь не будет правильных ответов — здесь они становятся не нужны. То, что уносишь, не пересказывается.
Скрижаль остаётся внутри и потом всплывает там, где не ждёшь.

Ведущие: Эд — врач, методолог мышления, за его постами следят 200 тыс человек.
Елена Морозова — методолог, который практикует, и практик, который концептуализирует.",education,,,20 июля 2026,,ВСмысле,,,,1500,от 1500 ₽,False,18+,,https://kaverafisha.ru/saint-petersburg/events/skrizhali-adaptivnosti-317201,kaver,2026-07-14 14:56:07
,Отражение,Отражение,"Психологический эксперимент, где ты можешь узнать, какое впечатление ты производишь без единого слова.

О чём этот эксперимент?
Ты когда-нибудь хотел узнать, что о тебе думают другие, но без слов, без неловких объяснений, без необходимости что-то доказывать?

«Отражение» — это уникальный психологический эксперимент, где ты молча, в полной тишине, заполняешь 9 анонимных бланков. Никаких выступлений, никакого «расскажи о себе». Только твой образ, твоя поза, твой взгляд, мимика и те мельчайшие детали, которые ты носишь в себе.

Задача простая и одновременно сложная:
— Оценить других участников только по внешним, невербальным признакам
— Узнать, какое первое впечатление вы производите на незнакомых людей
— Сравнить свой внутренний мир с тем, что видят окружающие

Как это проходит?
Тишина. Никто ничего не говорит. Это главное правило. Каждый участник получает 9 бланков — на каждого присутствующего (включая себя). Ты анонимно отмечаешь свои наблюдения: характер, эмоции, черты, ассоциации. После заполнения — финальное обсуждение (для желающих). Ты можешь остаться и услышать, какое впечатление произвёл на других. А можешь просто забрать свои заполненные бланки и уйти — полная анонимность гарантирована. Никто не узнает, что именно ты написал. Главная ценность: ты получишь честную, непредвзятую обратную связь, которую нельзя подделать словами.

Ведущая: Валентина Волкова — специалист по работе с голосом, организатор образовательных мероприятий, руководителя мероприятий Play.Communication в Санкт-Петербурге, блогер, музыкант, музыкальный продюсер и разработчик настольных коммуникативных игр с педагогическим образованием и опытом работы 10 лет. Она умеет создавать безопасную, поддерживающую атмосферу, даже когда вокруг тишина.",education,,,24 июля 2026,,ВСмысле,,,,2000,от 2000 ₽,False,18+,,https://kaverafisha.ru/saint-petersburg/events/otrazhenie-316512,kaver,2026-07-14 14:56:09
,Светский салон в особняке Мясникова,Светский салон в особняке Мясникова,"Особенный вечер, который перенесёт тебя во времена, когда в Особняке Мясникова традиционно устраивали светские встречи с танцами и музыкой.

В музыкальной гостиной пройдут танцевальные мастер-классы. Здесь гости разучат основные элементы парных танцев. Принять участие в мастер-классе можно как со своей второй половинкой, так и в сопровождении профессионального партнёра.

Для тех, кому не нужен мастер-класс, пройдёт танцевальная часть в концертном зале. В программе: фокстрот, вальс, танго, сальсу, бачату, самбу, свинг, ча-ча-ча. Ты также можешь приобрести специальный билет, в который входит сопровождение профессионального танцора в течение всей танцевальной части.",education,,,26 июля 2026,,Особняк И. Мясникова,"ул. Восстания, 45",,,3000,от 3000 ₽,False,16+,,https://kaverafisha.ru/saint-petersburg/events/svetskiyy-salon-v-osobnyake-myasnikova-266593,kaver,2026-07-14 14:56:11
,Живопись в оранжерее таврического сада,Живопись в оранжерее таврического сада,"Вместо стен студии — шелест листвы и причудливые тени тропических деревьев. Вместо привычного освещения — мягкий, зеленоватый свет сквозь стеклянные купола оранжереи. 

Под сенью экзотических растений создашь яркие, сочные и атмосферные дофаминовые картины акрилом.

Работу сможешь забрать в день мастер-класса.
Продолжительность: 2 часа.

Входной билет в оранжерею, а также все необходимые материалы и работа художника входят в стоимость.",education,,,14 июля 2026,,Оранжерея таврического сада,,,,600,от 600 ₽,False,12+,,https://kaverafisha.ru/saint-petersburg/events/zhivopis-v-oranzheree-tavricheskogo-sada-316859,kaver,2026-07-14 14:56:14
