external_id,title,short_title,description,category,tags,start_datetime,end_datetime,venue_title,venue_address,venue_lat,venue_lon,price_min,price_raw,is_free,age_restriction,image_url,site_url,source,parsed_at
,Рояль и орган под звёздами «Ханс Циммер vs Джон Уильямс»,Рояль и орган под звёздами «Ханс Циммер vs Джон Уильямс»,"Под 25-метровым звёздным куполом зрители услышат величественную музыку Джона Уильямса и Ханса Циммера в исполнении рояля и органа и погрузятся в подготовленный для этого концерта полнокупольный видеоряд.

«Ханс Циммер VS Джон Уильямс» в Планетарии — это музыка двух великих композиторов в абсолютной темноте. И в этой темноте, под огромным куполом, будут пролетать кометы, вспыхивать загадочным светом далекие галактики и рождаться сверхновые миры.
Восход солнца над Землёй будет сменяться северным сиянием, а горизонт событий расчертит звёздное полотно. Невероятное сочетание органа и рояля покажет, что даже известные композиции могут раскрываться совершенно по-новому.

Два величайших композитора современности. Два инструмента.
Но это не битва композиторов или инструментов, ведь эта музыка и так вызывает мурашки и отзывается в сердце.

О программе:
Джон Уильямс — самый титулованный композитор, пятикратный лауреат премии «Оскар». Именно Уильямс сочинил музыку для «Звёздных войн», «Индианы Джо",other,,"Выставка Рояль и орган под звёздами «Ханс Циммер vs Джон Уильямс» в городе Санкт-Петербург, 11 июля 2026: купить билеты — Кавёр",,,,,,1500,1500 руб,False,0+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/royal-i-organ-pod-zvezdami-hans-tsimmer-vs-jon-uilyams-279161/og.png,https://kaverafisha.ru/saint-petersburg/events/royal-i-organ-pod-zvezdami-hans-tsimmer-vs-jon-uilyams-279161,kaver,2026-07-11 14:04:01
,Элитный Стендап,Элитный Стендап,"Перед тобой выступят комики с ТНТ, НТВ, ЖКХ, ВДВ...
Регалий предостаточно, кто-то сын маминой подруги, а у кого-то грамота за турнир по рыбалке.

Расписание доступно по кнопке  «Купить билет».",stand-up,,"Элитный Стендап в городе Санкт-Петербург, до 7 августа 2026: купить билеты — Кавёр",,,,,,600,600 руб,False,0+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/elitnyy-stand-up-261391/og.png,https://kaverafisha.ru/saint-petersburg/events/elitnyy-stand-up-261391,kaver,2026-07-11 14:04:04
,"Мама, я тебя прощаю","Мама, я тебя прощаю","Этот киносеанс для тех, у кого были «хорошие» мамы. Для тех, у кого были сложные отношения. Тем, кто уже сам стал родителем.

Это самая тёплая и трогательная тема в галерее Путь.
Эта тема — не про обвинение матерей. И не про поиск виноватых. Она про влияние.
Про то, как первый и самый близкий взрослый формирует твоё представление о себе, о мире, о любви, о границах.

Киносеанс может помочь:
— Научиться смотреть на маму не через призму детских требований, а как на отдельного, уязвимого человека со своими слабостями и страхами
— Понять, почему одни и те же сценарии повторяются снова и снова — в работе, в любви, в выборе, в самооценке
— Сказать «спасибо», которое может стать точкой опоры, чтобы выстроить новые, бережные и удобные для тебя отношения.

Время работы: ежедневно с 12:00 до 21:00, вход только по записи.",other,,"Выставка Мама, я тебя прощаю в городе Санкт-Петербург, до 6 августа 2026: купить билеты — Кавёр",,,,,,1000,1000 руб,False,0+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/mama-ya-tebya-proshayu-294585/og.png,https://kaverafisha.ru/saint-petersburg/events/mama-ya-tebya-proshayu-294585,kaver,2026-07-11 14:04:06
,Так не бывает,Так не бывает,"Совместный проект Сообщества Современных Сибирских Художников и творческого объединения «Тоска». По итогам опен-колла для участия в выставке было отобрано 50 художников в составе 18 коллективов из разных городов России. Выставка исследует ментальные основы переходного поколения Y–Z и обращается к субъективному опыту представителей «потерянного поколения» через их ранние впечатления, значимые воспоминания и наивные мечты о будущем.

Люди не помнят детство последовательно, его чувствуют словно во сне: сквозь дымку сладкой ваты, утраченного доверия и чувства «дома». В основу выставки легли не только воспоминания, но и «сны» — уникальные высказывания художественных объединений, как уже существующих, так и созданных специально для проекта. Результатом исследования стала экспозиция нескольких десятков «снов» объединений и индивидуальных художников. Их работы существуют независимо или же перекликаясь между собой и взаимодействуя с индустриальным пространством Фабрики, дополняя его и становясь",other,,"Выставка Так не бывает в городе Санкт-Петербург, до 26 июля 2026: купить билеты — Кавёр",,,,,,400,400 руб,False,0+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/tak-ne-byvaet-315145/og.png,https://kaverafisha.ru/saint-petersburg/events/tak-ne-byvaet-315145,kaver,2026-07-11 14:04:08
,Ночной Стендап,Ночной Стендап,"Ночная комедия: классные комики рассказывают шутки в баре в центре города. С тебя — прийти, с комиков — хорошее настроение и вкусные напитки с едой.

Запуск на мероприятие за полчаса до начала.
Рассадка осуществляется менеджером зала в порядке очереди.
Приходи к началу запуска, чтобы занять места ближе к сцене.",stand-up,,"Ночной Стендап в городе Санкт-Петербург, 11 июля 2026: купить билеты — Кавёр",,,,,,700,700 руб,False,0+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/nochnoyy-standup-295734/og.png,https://kaverafisha.ru/saint-petersburg/events/nochnoyy-standup-295734,kaver,2026-07-11 14:04:10
,Вселенная голосов: музыкальное шоу Юlайк,Вселенная голосов: музыкальное шоу Юlайк,"Мировые хиты Queen, Evanescence, Celine Dion, АИГЕЛ, Sting и многих других легендарных исполнителей  прозвучат в завораживающих многоголосных аранжировках на фоне космических пейзажей. 

Через красивое музыкальное повествование погрузишься в исследование себя и космоса и ответят на вопрос: что общего между космическими явлениями и человеческими чувствами.

Группа Юlайк (U Like), созданная в Санкт-Петербурге в мае 2013 года, — это настоящий оркестр из пяти женских голосов, исполняющий современные акапелла-композиции в авторских аранжировках. Одна из лучших акапелла-групп мира.",concert,,"Вселенная голосов: музыкальное шоу Юlайк в городе Санкт-Петербург, 17 июля 2026: купить билеты — Кавёр",,,,,,1500,1500 руб,False,0+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/vselennaya-golosov-muzykalnoe-shou-yulayyk-316634/og.png,https://kaverafisha.ru/saint-petersburg/events/vselennaya-golosov-muzykalnoe-shou-yulayyk-316634,kaver,2026-07-11 14:04:12
,Красотка и семья,Красотка и семья,"Забавная комедия, которая подарит тебе вечер, полный смеха и хорошего настроения. Пьеса Сомерсета Моэма переносит зрителей в мир остроумных диалогов и неожиданных сюжетных поворотов.

В центре истории — семья, в которой очаровательная и непредсказуемая «красотка», вызывает целую череду комичных ситуаций, раскрывает скрытые черты характера героев и обнажает противоречия, таящиеся за фасадом благополучия.

Каждый персонаж — словно яркий калейдоскоп человеческих страстей, слабостей. Остроумные реплики, ироничные отсылки к повседневным ситуациям и неожиданные сюжетные ходы не дадут тебе заскучать и будут держать в напряжении до самого финала.

Эта постановка — отличный способ отвлечься от рутины и насладиться лёгким, но в то же время увлекательным театральным представлением. Ты не только посмеёшься от души, но и, возможно, взглянешь под новым углом на некоторые привычные вещи.",other,,"Спектакль Красотка и семья в городе Санкт-Петербург, 19 июля 2026: купить билеты — Кавёр",,,,,,700,700 руб,False,0+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/krasotka-i-semya-312474/og.png,https://kaverafisha.ru/saint-petersburg/events/krasotka-i-semya-312474,kaver,2026-07-11 14:04:14
,Шаманский саундхиллинг-погружение,Шаманский саундхиллинг-погружение,"Телесно-энергетическая практика по раскрытию голоса.

Путешествие в мир голоса, спонтанного звучания и живой проявленности — в этом прекрасном, таком разном мире, среди таких же прекрасных, разных людей.

Ведущие — Светлана и Иван.

Ты начнёшь со Светиной магии: она расскажет тебе, покажет, поддержит и поможет, а Иван сопроводит древними звуками. 

Всё прозвучит, а после все прилягут и погрузятся в глубокие звуковые потоки.

Оплата: любая сумма на входе.",other,,"Шаманский саундхиллинг-погружение в городе Санкт-Петербург, 13 июля 2026: купить билеты — Кавёр",,,,,,1,1 руб,False,0+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/shamanskiyy-saundhilling-pogruzhenie-317206/og.png,https://kaverafisha.ru/saint-petersburg/events/shamanskiyy-saundhilling-pogruzhenie-317206,kaver,2026-07-11 14:04:19
,Трибьют фестиваль (Tribute City Fest),Трибьют фестиваль (Tribute City Fest),"Первый масштабный фестиваль, переосмысливающий творчество главных музыкальных коллективов 2000-х, Трибьют фестиваль (Tribute City Fest) возвращает посетителям их безбашенные 2000-е через творчество лучших звёзд трибьют-сцены.

Тебя ждут семь часов живой музыки в максимально идентичном звучании, незабываемая атмосфера, мощное шоу и яркие эмоции.

Участники:

Rammstein трибьют
Знаменитый трибьют из Сочи — группа RAMMproJect, покорившая сердца поклонников по всей России. Их образы не только передают дух Rammstein, но и привносят собственную уникальность. Двухчасовое шоу с пиротехникой, мощной энергетикой и невероятным артистизмом.

Linkin Park трибьют
LAAV — Профессиональный трибьют-проект из Краснодара, исполняющий главные хиты Linkin Park. Точная передача оригинального звучания — это возможность вновь пережить эмоции от любимых композиций в живом исполнении, почувствовать ту самую энергетику, которая сделала Linkin Park одной из самых влиятельных групп современности, а вокал Честера — г",festival,,"Трибьют фестиваль (Tribute City Fest) в городе Санкт-Петербург, 9 августа 2026: купить билеты — Кавёр",,,,,,1000,1000 руб,False,0+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/tribyut-festival-tribute-city-fest-315227/og.png,https://kaverafisha.ru/saint-petersburg/events/tribyut-festival-tribute-city-fest-315227,kaver,2026-07-11 14:04:21
,Светский салон в особняке Мясникова,Светский салон в особняке Мясникова,"Особенный вечер, который перенесёт тебя во времена, когда в Особняке Мясникова традиционно устраивали светские встречи с танцами и музыкой.

В музыкальной гостиной пройдут танцевальные мастер-классы. Здесь гости разучат основные элементы парных танцев. Принять участие в мастер-классе можно как со своей второй половинкой, так и в сопровождении профессионального партнёра.

Для тех, кому не нужен мастер-класс, пройдёт танцевальная часть в концертном зале. В программе: фокстрот, вальс, танго, сальсу, бачату, самбу, свинг, ча-ча-ча. Ты также можешь приобрести специальный билет, в который входит сопровождение профессионального танцора в течение всей танцевальной части.",other,,"Светский салон в особняке Мясникова в городе Санкт-Петербург, 26 июля 2026: купить билеты — Кавёр",,,,,,3000,3000 руб,False,0+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/svetskiyy-salon-v-osobnyake-myasnikova-266593/og.png,https://kaverafisha.ru/saint-petersburg/events/svetskiyy-salon-v-osobnyake-myasnikova-266593,kaver,2026-07-11 14:04:25
,Леонид Кулаков | 19:00,Леонид Кулаков | 19:00,"Стендап комик, продюсер, основатель лейбла и бара «Стендап Патрики». Честный, трушный юмор на актуальные события, мимо которых пройти невозможно.

Лёню смотрят, обсуждают, критикуют и восхищаются. Его сольники уже дали много шуму и немало просмотров. Но только вживую можно по-настоящему понять — кто такой Леонид Кулаков?",other,,"Леонид Кулаков | 19:00 в городе Санкт-Петербург, 15 июля 2026: купить билеты — Кавёр",,,,,,2000,2000 руб,False,0+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/leonid-kulakov-1900-316554/og.png,https://kaverafisha.ru/saint-petersburg/events/leonid-kulakov-1900-316554,kaver,2026-07-11 14:04:27
,Отражение,Отражение,"Психологический эксперимент, где ты можешь узнать, какое впечатление ты производишь без единого слова.

О чём этот эксперимент?
Ты когда-нибудь хотел узнать, что о тебе думают другие, но без слов, без неловких объяснений, без необходимости что-то доказывать?

«Отражение» — это уникальный психологический эксперимент, где ты молча, в полной тишине, заполняешь 9 анонимных бланков. Никаких выступлений, никакого «расскажи о себе». Только твой образ, твоя поза, твой взгляд, мимика и те мельчайшие детали, которые ты носишь в себе.

Задача простая и одновременно сложная:
— Оценить других участников только по внешним, невербальным признакам
— Узнать, какое первое впечатление вы производите на незнакомых людей
— Сравнить свой внутренний мир с тем, что видят окружающие

Как это проходит?
Тишина. Никто ничего не говорит. Это главное правило. Каждый участник получает 9 бланков — на каждого присутствующего (включая себя). Ты анонимно отмечаешь свои наблюдения: характер, эмоции, черты, ассоциации. По",other,,"Отражение в городе Санкт-Петербург, 24 июля 2026: купить билеты — Кавёр",,,,,,2000,2000 руб,False,0+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/otrazhenie-316512/og.png,https://kaverafisha.ru/saint-petersburg/events/otrazhenie-316512,kaver,2026-07-11 14:04:30
,Сказочный мир русской классики,Сказочный мир русской классики,"Волшебные образы из любимых сказок оживают на концерте в старинной Анненкирхе.

В исполнении Оркестра 1703 ты услышишь жемчужины музыкальной классики, созданные по мотивам знакомой с детства литературы: «Щелкунчик», «Сказка о царе Салтане», «Лебединое озеро», «Руслан и Людмила». 

Выступление украсят медиапроекции с образами волшебных героев, городов, пейзажей. Визуальное оформление с авторскими иллюстрациями выполнено Русланом Назыровым и вдохновлено творчеством известных художников начала ХХ века.",other,,"Выставка Сказочный мир русской классики в городе Санкт-Петербург, 11 июля 2026: купить билеты — Кавёр",,,,,,1700,1700 руб,False,0+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/skazochnyy-mir-russkoyy-klassiki-v-annenkirhe-272842/og.png,https://kaverafisha.ru/saint-petersburg/events/skazochnyy-mir-russkoyy-klassiki-v-annenkirhe-272842,kaver,2026-07-11 14:04:32
,Магия свечей. «Эми Уайнхаус. Джаз на крыше»,Магия свечей. «Эми Уайнхаус. Джаз на крыше»,"В этот вечер под куполом панорамного пространства для тебя прозвучит проникновенный и томный джаз, наполняя пространство эмоциями легендарной Эми Уайнхаус.

В сиянии сотен свечей ты услышишь её культовые хиты: «Rehab», «Tears Dry On Their Own», «Back To Black» и другие композиции, ставшие голосом целого поколения.

Эми пела на пределе чувств — и именно это сделало её легендой. Хриплый, пронзительный тембр, абсолютная искренность и смелость превращать личные переживания в искусство навсегда изменили звучание современной музыки.

На сцене — харизматичная Анастасия Сазонова и Jazz Noir Band. Их исполнение — это не просто трибьют, а живая, глубокая интерпретация: с нотами соула, ритм-энд-блюза и той самой эмоциональной честностью, за которую любят Эми. Каждая композиция здесь — как откровение.

А за панорамными окнами — вечерний Петербург: огни города, сияние Исаакиевского собора и устремлённая ввысь башня «Лахта Центра». 

Внимание! Вход гостей — в 20:00

Пространство расположено на крыше",other,,"Магия свечей. «Эми Уайнхаус. Джаз на крыше» в городе Санкт-Петербург, 17 июля 2026: купить билеты — Кавёр",,,,,,3300,3300 руб,False,0+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/magiya-svecheyy-amy-winehouse-jaz-na-kryshe-316666/og.png,https://kaverafisha.ru/saint-petersburg/events/magiya-svecheyy-amy-winehouse-jaz-na-kryshe-316666,kaver,2026-07-11 14:04:34
,Фестиваль электронной хаус музыки,Фестиваль электронной хаус музыки,"Фестиваль электронной хаус музыки от LFD Promo Group. В этом уникальном месте тебя ждут самые 2 танцпола. Просторная терраса крыши Питерленд с захватывающим видом на залив, крытый ресторан с танцполом на 1000 человек.

Вся площадка вмещает 2000 человек, предлагая множество вариантов для отдыха и развлечений. В случае непогоды все вместятся под крышу.",other,,"Фестиваль электронной хаус музыки в городе Санкт-Петербург, 11 июля 2026: купить билеты — Кавёр",,,,,,1500,1500 руб,False,0+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/open-air-272733/og.png,https://kaverafisha.ru/saint-petersburg/events/open-air-272733,kaver,2026-07-11 14:04:36
,Съёмки «Абушоу» | 16:00,Съёмки «Абушоу» | 16:00,"Мероприятие, на котором Нидаль Абу-Газале берёт истории людей из зала, и, благодаря его разгонам, ты можешь наблюдать как комедия рождается прямо на сцене.",other,,"Съёмки «Абушоу» | 16:00 в городе Санкт-Петербург, 12 июля 2026: купить билеты — Кавёр",,,,,,3500,3500 руб,False,0+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/semki-abushou-1600-316852/og.png,https://kaverafisha.ru/saint-petersburg/events/semki-abushou-1600-316852,kaver,2026-07-11 14:04:38
,КвАРТал. Вечный маркет,КвАРТал. Вечный маркет,"Площадка, где объединили мастеров разных творческих направлений со всей России, желающих реализовать свой творческий потенциал.

Это вечный маркет с еженедельной сменой участников, в прекрасном месте Севкабель Порт рядом с Финским заливом.

Что здесь можно найти? Локальные hand made бренды и работы деятелей искусства различных категорий: одежды, аксессуаров, украшений, изделий из керамики, натуральной косметики, игрушек и многого другого.

Каждый день с 11:00 до 22:00",other,,"КвАРТал. Вечный маркет в городе Санкт-Петербург, до 31 августа 2026: купить билеты — Кавёр",,,,,,0,Бесплатно,True,0+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/kvartal-vechnyy-market-286946/og.png,https://kaverafisha.ru/saint-petersburg/events/kvartal-vechnyy-market-286946,kaver,2026-07-11 14:04:41
,Булгаков. Мастер и Маргарита,Булгаков. Мастер и Маргарита,"Литературная встреча-разговор по мотивам произведений М.А.Булгакова.

Бессмертное, загадочное и остроумное «Евангелие от Сатаны» Михаила Булгакова.
Роман, уникальный в российской литературе ХХ столетия. Трудно себе представить, какое влияние он оказал на мировую культуру.

Чем же заворожила история о дьяволе и его свите, почтивших своим присутствием Москву 1930-х, о прокураторе Иудеи всаднике Понтии Пилате и нищем философе Иешуа Га-Ноцри, о талантливом и несчастном Мастере и его прекрасной и верной возлюбленной Маргарите?

Читает Антон Тарасов.",education,,"Выставка Булгаков. Мастер и Маргарита в городе Санкт-Петербург, 14 июля 2026: купить билеты — Кавёр",,,,,,600,600 руб,False,0+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/bulgakov-master-i-margarita-315957/og.png,https://kaverafisha.ru/saint-petersburg/events/bulgakov-master-i-margarita-315957,kaver,2026-07-11 14:04:43
,Зеркальная выставка,Зеркальная выставка,"Именитые и молодые авторы, чьи произведения находятся в музейных или известных частных коллекциях, которые регулярно экспонируются на самых крупных мировых выставках современного искусства, покажут работы, созданные на зеркалах или с их использованием, в ночном Кабаре.

«Зеркальная выставка» — это не только впечатляющий спецэффект, но и размышление о литературных образах: о резкой, как осколки, поэзии Маяковского, отражении времени и человеческих характеров в рассказах Довлатова, о рефлексии и памяти как в «Зеркале» Тарковского. 

Вход свободный.

Время работы: 
ср – чт 18:00–23:00
пт – сб 18:00–03:33",exhibition,,"Зеркальная выставка в городе Санкт-Петербург, 8 апреля 2026: купить билеты — Кавёр",,,,,,0,Бесплатно,True,0+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/zerkalnaya-vystavka-313663/og.png,https://kaverafisha.ru/saint-petersburg/events/zerkalnaya-vystavka-313663,kaver,2026-07-11 14:04:45
,Скрижали адаптивности,Скрижали адаптивности,"Как жить в мире, где всё постоянно меняется и при этом не развалиться внутри самому? «Скрижали адаптивности» — это не лекция и не тренинг в привычном смысле. Скорее почва для совместно выращивания собственных смыслов.

Через метафоры будешь исследовать то, как двигаться вперёд, когда нет ясности и привычных ориентиров.

Что тебя ждёт:
Работа в тройках и группой — до 15 человек
3 часа погружения в текст, образы и ассоциации
Совместное исследование своего опыта и опыта других участников.

Здесь не будет правильных ответов — здесь они становятся не нужны. То, что уносишь, не пересказывается.
Скрижаль остаётся внутри и потом всплывает там, где не ждёшь.

Ведущие: Эд — врач, методолог мышления, за его постами следят 200 тыс человек.
Елена Морозова — методолог, который практикует, и практик, который концептуализирует.",other,,"Скрижали адаптивности в городе Санкт-Петербург, 20 июля 2026: купить билеты — Кавёр",,,,,,1500,1500 руб,False,0+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/skrizhali-adaptivnosti-317201/og.png,https://kaverafisha.ru/saint-petersburg/events/skrizhali-adaptivnosti-317201,kaver,2026-07-11 14:04:47
,Ломанные ритмы х Хобо и друзья,Ломанные ритмы х Хобо и друзья,"Два танцпола, одна ночь.

Терраса: «Ломаные ритмы»
Уникальный драм-н-бейс коктейль от нежного ликвид-фанка до бодрейшего джамп-апа и взрывного нейро-фанка — самые актуальные представители сцены в одну ночь:

Gntlman | Aim | Softskilla b2b Bass Buddy | Lira | Capital Dogz b2b Chillhomers | Lena Rush b2b Bullaway | Hell G b2b Loken | Sofari b2b Xenon Ray | Ladybeat

Андер: «Хобо и друзья»
Техно, брейкбит, хардкор, драм-н-бейс и электро в едином потоке — музыкальное комьюнити, которое превращает танцпол в место силы и объединяет сердца через ритм.

Vendor | Rdm | Hobo | Lhzvr | Bolvanni | Dvd",party,,"Ломанные ритмы х Хобо и друзья в городе Санкт-Петербург, 11 июля 2026: купить билеты — Кавёр",,,,,,0,Бесплатно,True,0+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/vecherinka-hobo-i-druzya-hobo-and-friends-311868/og.png,https://kaverafisha.ru/saint-petersburg/events/vecherinka-hobo-i-druzya-hobo-and-friends-311868,kaver,2026-07-11 14:04:50
,Леонид Кулаков | 21:30,Леонид Кулаков | 21:30,"Стендап комик, продюсер, основатель лейбла и бара «Стендап Патрики». Честный, трушный юмор на актуальные события, мимо которых пройти невозможно.

Лёню смотрят, обсуждают, критикуют и восхищаются. Его сольники уже дали много шуму и немало просмотров. Но только вживую можно по-настоящему понять — кто такой Леонид Кулаков?",other,,"Леонид Кулаков | 21:30 в городе Санкт-Петербург, 15 июля 2026: купить билеты — Кавёр",,,,,,2000,2000 руб,False,0+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/leonid-kulakov-2130-316557/og.png,https://kaverafisha.ru/saint-petersburg/events/leonid-kulakov-2130-316557,kaver,2026-07-11 14:04:52
,Псоглавцы,Псоглавцы,"Мистический «триллер о современной русской деревне» по одноименному роману Алексея Иванова.

Трое молодых людей из Москвы — Валерий, Гугер и Кирилл — отправляются в нижегородскую деревню Калитино, чтобы выполнить высокооплачиваемый, но не до конца понятный заказ искусствоведа: снять со стены разрушенной церкви фреску с изображением святого Христофора с собачьей головой, а заодно — пронаблюдать и описать реакцию на это местных жителей.

Продолжительность спектакля 110 минут, спектакль идёт без антракта.

7 и 8 июля с 19:00 до 22:00",other,,"Спектакль Псоглавцы в городе Санкт-Петербург, c 7 июля 2026 по 8 июля 2026: купить билеты — Кавёр",,,,,,1800,1800 руб,False,0+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/psoglavtsy-314399/og.png,https://kaverafisha.ru/saint-petersburg/events/psoglavtsy-314399,kaver,2026-07-11 14:04:54
,Арт-свидание «Картина за 3 часа при свечах»,Арт-свидание «Картина за 3 часа при свечах»,"Занятие только для вас двоих, с вами будет художник, который будет помогать написать картину.

Можно нарисовать 1 картину на холсте 40х50см вдвоём или 2 картины 30х40см.
Это могут быть разные картины или диптих (картина, состоящая из 2-х холстов).

В стоимость входят: 3 часа занятия и материалы для рисования, включая сам холст, по бокалу вина/чашечке чая и лёгкие закуски — сезонные фрукты, украшение стола свечами.",other,,"Арт-свидание «Картина за 3 часа при свечах» в городе Санкт-Петербург, до 14 сентября 2026: купить билеты — Кавёр",,,,,,8500,8500 руб,False,0+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/art-svidanie-kartina-za-3-chasa-pri-svechah-312040/og.png,https://kaverafisha.ru/saint-petersburg/events/art-svidanie-kartina-za-3-chasa-pri-svechah-312040,kaver,2026-07-11 14:04:56
,Аватар,Аватар,"На самом большом проекционном куполе в мире воссоздадут атмосферу легендарного фильма «Аватар»: пейзажи Пандоры, просторы космоса, удивительный растительный и животный мир, а главное, конечно же, музыка Джеймса Хорнера в исполнении ведущих музыкантов «Амадеус».

Зрителей ждёт часовое музыкально-проекционное шоу, в котором ты сможешь почувствовать себя настоящими космическими путешественниками.

Уникальные аранжировки к легендарным музыкальным композициям, эффектные световые решения составят единое аудиовизуальное целое с полнокупольной графикой, подготовленной специально для шоу студией Планетария 1.

Всё это позволит представить зрителю не «реплику» фильма, а отдельное его прочтение, с сохранением его оригинальной атмосферы, но позволяющее иначе воспринять именно музыку к фильму.

Всё шоу сопровождается визуальным контентом, который буквально захватывает дух и превращает слушание в музыки в настоящую космическую медитацию.

Музыкальный состав: струнный ансамбль «Амадеус», орган, клави",other,,"Аватар в городе Санкт-Петербург, 24 июля 2026: купить билеты — Кавёр",,,,,,3000,3000 руб,False,0+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/avatar-312763/og.png,https://kaverafisha.ru/saint-petersburg/events/avatar-312763,kaver,2026-07-11 14:04:59
,Время жить,Время жить,"Человек может годами строить жизнь, которая подходит всем — кроме тебя самого.

Большинство людей живут с иллюзией, что время ещё есть.

Кажется, что настоящая жизнь начнётся когда-нибудь «потом»: когда появится уверенность, вырастут дети, появятся деньги или изменятся обстоятельства.

Но реальность в том, что никакого «потом» не существует.

Выставка может помочь:
/ Понять свои истинные желания и  куда исчезает внутренний ресурс, как вернуть мотивацию к жизни.
/ Разрушить иллюзию отложенной жизни.
/ Найти свой Икигай: Вернуть ощущение внутреннего согласия, когда то, что ты делаешь, полностью совпадает с тем, кто ты есть.

Вход на выставку только по предварительной записи. 
Время работы: ежедневно с 12:00 до 21:00",other,,"Выставка Время жить в городе Санкт-Петербург, до 20 июля 2026: купить билеты — Кавёр",,,,,,1000,1000 руб,False,0+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/vremya-zhit-306495/og.png,https://kaverafisha.ru/saint-petersburg/events/vremya-zhit-306495,kaver,2026-07-11 14:05:01
,Музыка в оранжерее,Музыка в оранжерее,"Музыкальный концерт-ретрит в тропической обстановке.

На концерте два совершенно разных и противоположных настроения: одно — трепетное, нежное и романтичное, другое — дерзкое и сочное сольются в буйстве звуков и эмоций в исполнении ведущих артистов Петербурга в царстве лета, ярких цветов и величественных деревьев.

Продолжительность концерта: 1 час 20-40 минут",concert,,"Музыка в оранжерее в городе Санкт-Петербург, до 29 августа 2026: купить билеты — Кавёр",,,,,,1500,1500 руб,False,0+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/muzyka-v-oranzheree-251917/og.png,https://kaverafisha.ru/saint-petersburg/events/muzyka-v-oranzheree-251917#comment-49964,kaver,2026-07-11 14:05:03
,Идиот,Идиот,"Моноспектакль.

Роман Достоевского «Идиот» — как и вся подлинная классика — существует вне времени и рассказывает нам о нас же самих — сегодняшних зрителях, сидящих в зале.

Одна из центральных тем постановки — любовь во всех её проявлениях. Любовь как испытание. Любовь как приговор. Любовь как последняя надежда и спасение.

Моноспектакль «Идиот» не даёт готовых ответов — он задаёт вопросы, от которых невозможно уклониться.",other,,"Спектакль Идиот в городе Санкт-Петербург, 25 июля 2026: купить билеты — Кавёр",,,,,,2500,2500 руб,False,0+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/idiot-315418/og.png,https://kaverafisha.ru/saint-petersburg/events/idiot-315418,kaver,2026-07-11 14:05:06
